t,x,v,E,method
30.5363,0.652803,0.756031,0.498867,vVerlet
30.6619,0.742654,0.668352,0.499115,vVerlet
30.7876,0.820778,0.570119,0.499356,vVerlet
30.9133,0.88594,0.462883,0.499575,vVerlet
31.0389,0.937113,0.348337,0.49976,vVerlet
31.1646,0.973487,0.22829,0.499897,vVerlet
31.2903,0.994488,0.104639,0.499978,vVerlet
31.4159,0.999786,-0.0206653,0.499999,vVerlet
31.5416,0.989295,-0.145643,0.499958,vVerlet
31.6673,0.963182,-0.268321,0.499857,vVerlet
31.7929,0.921858,-0.386761,0.499704,vVerlet
31.9186,0.865978,-0.499094,0.499506,vVerlet
32.0442,0.796422,-0.603546,0.499278,vVerlet
32.1699,0.71429,-0.698467,0.499033,vVerlet
32.2956,0.620879,-0.782358,0.498787,vVerlet
32.4212,0.517662,-0.853895,0.498555,vVerlet
32.5469,0.406271,-0.911947,0.498352,vVerlet
32.6726,0.288465,-0.955599,0.49819,vVerlet
32.7982,0.166103,-0.98416,0.498081,vVerlet
32.9239,0.0411186,-0.99718,0.498029,vVerlet
33.0496,-0.0845154,-0.994453,0.49804,vVerlet
33.1752,-0.208815,-0.976023,0.498112,vVerlet
33.3009,-0.329817,-0.94218,0.498241,vVerlet
33.4265,-0.44561,-0.893458,0.498418,vVerlet
33.5522,-0.554367,-0.830628,0.498633,vVerlet
33.6779,-0.65437,-0.754681,0.498871,vVerlet
33.8035,-0.744039,-0.666816,0.499119,vVerlet
33.9292,-0.821959,-0.568421,0.49936,vVerlet
34.0549,-0.886899,-0.461051,0.499579,vVerlet
34.1805,-0.937834,-0.346399,0.499762,vVerlet
34.3062,-0.973959,-0.226278,0.499899,vVerlet
34.4319,-0.994703,-0.102583,0.499979,vVerlet
34.5575,-0.999741,0.0227315,0.499999,vVerlet
34.6832,-0.98899,0.147687,0.499957,vVerlet
34.8088,-0.962623,0.270311,0.499855,vVerlet
34.9345,-0.921054,0.388665,0.499701,vVerlet
35.0602,-0.86494,0.500883,0.499503,vVerlet
35.1858,-0.795168,0.605191,0.499274,vVerlet
35.3115,-0.71284,0.699941,0.499029,vVerlet
35.4372,-0.619254,0.783639,0.498783,vVerlet
35.5628,-0.515889,0.854963,0.498551,vVerlet
35.6885,-0.404378,0.912785,0.498349,vVerlet
35.8142,-0.286482,0.956193,0.498188,vVerlet
35.9398,-0.164061,0.984501,0.498079,vVerlet
36.0655,-0.0390495,0.997263,0.498029,vVerlet
36.1911,0.0865785,0.994277,0.498041,vVerlet
36.3168,0.210839,0.975589,0.498114,vVerlet
36.4425,0.331771,0.941496,0.498243,vVerlet
36.5681,0.447463,0.892535,0.498421,vVerlet
36.6938,0.556089,0.82948,0.498636,vVerlet
36.8195,0.655934,0.753327,0.498875,vVerlet
36.9451,0.745421,0.665277,0.499123,vVerlet
37.0708,0.823137,0.566721,0.499364,vVerlet
37.1965,0.887854,0.459217,0.499582,vVerlet
37.3221,0.93855,0.34446,0.499765,vVerlet
37.4478,0.974426,0.224265,0.4999,vVerlet
37.5734,0.994914,0.100527,0.49998,vVerlet
37.6991,0.999691,-0.0247975,0.499999,vVerlet
37.8248,0.988682,-0.149731,0.499956,vVerlet
37.9504,0.96206,-0.272299,0.499853,vVerlet
38.0761,0.920246,-0.390568,0.499698,vVerlet
38.2018,0.863899,-0.502669,0.499499,vVerlet
38.3274,0.793911,-0.606833,0.49927,vVerlet
38.4531,0.711386,-0.701413,0.499025,vVerlet
38.5788,0.617627,-0.784917,0.498779,vVerlet
38.7044,0.514114,-0.856027,0.498548,vVerlet
38.8301,0.402484,-0.913618,0.498346,vVerlet
38.9557,0.284497,-0.956783,0.498186,vVerlet
39.0814,0.162018,-0.984838,0.498078,vVerlet
39.2071,0.0369803,-0.997341,0.498029,vVerlet
39.3327,-0.0886414,-0.994096,0.498042,vVerlet
39.4584,-0.212863,-0.975151,0.498116,vVerlet
39.5841,-0.333724,-0.940808,0.498246,vVerlet
39.7097,-0.449314,-0.891609,0.498425,vVerlet
39.8354,-0.557809,-0.828329,0.49864,vVerlet
39.9611,-0.657496,-0.751969,0.498879,vVerlet
40.0867,-0.7468,-0.663735,0.499127,vVerlet
40.2124,-0.824311,-0.565019,0.499367,vVerlet
40.338,-0.888805,-0.457381,0.499585,vVerlet
40.4637,-0.939263,-0.34252,0.499768,vVerlet
40.5894,-0.974889,-0.22225,0.499902,vVerlet
40.715,-0.995121,-0.0984708,0.499981,vVerlet
40.8407,-0.999638,0.0268635,0.499999,vVerlet
40.9664,-0.988369,0.151774,0.499954,vVerlet
41.092,-0.961493,0.274287,0.499851,vVerlet
41.2177,-0.919433,0.392469,0.499695,vVerlet
41.3434,-0.862855,0.504454,0.499496,vVerlet
41.469,-0.79265,0.608472,0.499266,vVerlet
41.5947,-0.709929,0.702882,0.499021,vVerlet
41.7204,-0.615997,0.786192,0.498775,vVerlet
41.846,-0.512337,0.857088,0.498544,vVerlet
41.9717,-0.400587,0.914448,0.498343,vVerlet
42.0973,-0.282511,0.957369,0.498184,vVerlet
42.223,-0.159974,0.985171,0.498077,vVerlet
42.3487,-0.0349108,0.997416,0.498028,vVerlet
42.4743,0.0907038,0.99391,0.498042,vVerlet
42.6,0.214886,0.974709,0.498117,vVerlet
42.7257,0.335675,0.940117,0.498248,vVerlet
42.8513,0.451163,0.890678,0.498428,vVerlet
42.977,0.559527,0.827175,0.498644,vVerlet
43.1027,0.659055,0.750609,0.498883,vVerlet
43.2283,0.748175,0.66219,0.499131,vVerlet
43.354,0.825481,0.563314,0.499371,vVerlet
43.4796,0.889752,0.455543,0.499589,vVerlet
43.6053,0.939972,0.340578,0.49977,vVerlet
43.731,0.975348,0.220235,0.499904,vVerlet
43.8566,0.995323,0.096414,0.499982,vVerlet
43.9823,0.99958,-0.0289294,0.499998,vVerlet
44.108,0.988052,-0.153816,0.499953,vVerlet
44.2336,0.960922,-0.276274,0.499849,vVerlet
44.3593,0.918617,-0.394369,0.499692,vVerlet
44.485,0.861806,-0.506236,0.499492,vVerlet
44.6106,0.791386,-0.610109,0.499262,vVerlet
44.7363,0.708469,-0.704348,0.499017,vVerlet
44.8619,0.614364,-0.787464,0.498771,vVerlet
44.9876,0.510558,-0.858145,0.498541,vVerlet
45.1133,0.398689,-0.915274,0.49834,vVerlet
45.2389,0.280524,-0.95795,0.498181,vVerlet
45.3646,0.15793,-0.985499,0.498075,vVerlet
45.4903,0.0328413,-0.997486,0.498028,vVerlet
45.6159,-0.0927658,-0.993721,0.498043,vVerlet
45.7416,-0.216908,-0.974263,0.498119,vVerlet
45.8673,-0.337625,-0.939421,0.498251,vVerlet
45.9929,-0.45301,-0.889744,0.498431,vVerlet
46.1186,-0.561242,-0.826016,0.498648,vVerlet
46.2442,-0.660611,-0.749245,0.498888,vVerlet
46.3699,-0.749548,-0.660642,0.499135,vVerlet
46.4956,-0.826648,-0.561607,0.499375,vVerlet
46.6212,-0.890695,-0.453703,0.499592,vVerlet
46.7469,-0.940676,-0.338635,0.499773,vVerlet
46.8726,-0.975803,-0.218219,0.499906,vVerlet
46.9982,-0.995521,-0.0943568,0.499982,vVerlet
47.1239,-0.999518,0.0309951,0.499998,vVerlet
47.2496,-0.987731,0.155858,0.499952,vVerlet
47.3752,-0.960346,0.278259,0.499847,vVerlet
47.5009,-0.917797,0.396266,0.499689,vVerlet
47.6265,-0.860754,0.508016,0.499489,vVerlet
47.7522,-0.790118,0.611743,0.499258,vVerlet
47.8779,-0.707006,0.70581,0.499013,vVerlet
48.0035,-0.612729,0.788732,0.498767,vVerlet
48.1292,-0.508776,0.859198,0.498537,vVerlet
48.2549,-0.396789,0.916096,0.498337,vVerlet
48.3805,-0.278536,0.958528,0.498179,vVerlet
48.5062,-0.155885,0.985824,0.498074,vVerlet
48.6319,-0.0307715,0.997552,0.498028,vVerlet
48.7575,0.0948274,0.993527,0.498044,vVerlet
48.8832,0.218929,0.973813,0.498121,vVerlet
49.0088,0.339573,0.938721,0.498254,vVerlet
49.1345,0.454855,0.888806,0.498434,vVerlet
49.2602,0.562955,0.824855,0.498652,vVerlet
49.3858,0.662164,0.747878,0.498892,vVerlet
49.5115,0.750917,0.659092,0.499139,vVerlet
49.6372,0.827812,0.559897,0.499379,vVerlet
49.7628,0.891634,0.451861,0.499595,vVerlet
49.8885,0.941377,0.33669,0.499775,vVerlet
50.0142,0.976254,0.216202,0.499907,vVerlet
50.1398,0.995714,0.0922992,0.499983,vVerlet
50.2655,0.999451,-0.0330607,0.499998,vVerlet
50.3911,0.987405,-0.157899,0.499951,vVerlet
50.5168,0.959767,-0.280243,0.499844,vVerlet
50.6425,0.916973,-0.398162,0.499686,vVerlet
50.7681,0.859698,-0.509794,0.499485,vVerlet
50.8938,0.788847,-0.613375,0.499254,vVerlet
51.0195,0.70554,-0.70727,0.499009,vVerlet
51.1451,0.611091,-0.789996,0.498763,vVerlet
51.2708,0.506992,-0.860247,0.498533,vVerlet
51.3965,0.394887,-0.916914,0.498334,vVerlet
51.5221,0.276547,-0.959102,0.498177,vVerlet
51.6478,0.153839,-0.986144,0.498073,vVerlet
51.7734,0.0287017,-0.997613,0.498028,vVerlet
51.8991,-0.0968887,-0.993329,0.498045,vVerlet
52.0248,-0.220949,-0.973358,0.498122,vVerlet
52.1504,-0.34152,-0.938017,0.498256,vVerlet
52.2761,-0.456698,-0.887864,0.498438,vVerlet
52.4018,-0.564665,-0.82369,0.498655,vVerlet
52.5274,-0.663714,-0.746508,0.498896,vVerlet
52.6531,-0.752283,-0.657539,0.499143,vVerlet
52.7788,-0.828972,-0.558185,0.499383,vVerlet
52.9044,-0.89257,-0.450018,0.499599,vVerlet
53.0301,-0.942074,-0.334744,0.499778,vVerlet
53.1557,-0.9767,-0.214184,0.499909,vVerlet
53.2814,-0.995904,-0.0902412,0.499984,vVerlet
53.4071,-0.99938,0.0351262,0.499998,vVerlet
53.5327,-0.987076,0.159939,0.499949,vVerlet
53.6584,-0.959183,0.282226,0.499842,vVerlet
53.7841,-0.916144,0.400056,0.499683,vVerlet
53.9097,-0.858638,0.511569,0.499481,vVerlet
54.0354,-0.787573,0.615004,0.49925,vVerlet
54.1611,-0.704071,0.708726,0.499005,vVerlet
54.2867,-0.609451,0.791257,0.498759,vVerlet
54.4124,-0.505206,0.861293,0.49853,vVerlet
54.538,-0.392984,0.917728,0.498331,vVerlet
54.6637,-0.274556,0.959671,0.498175,vVerlet
54.7894,-0.151792,0.986459,0.498072,vVerlet
54.915,-0.0266317,0.99767,0.498027,vVerlet
55.0407,0.0989495,0.993126,0.498045,vVerlet
55.1664,0.222968,0.9729,0.498124,vVerlet
55.292,0.343466,0.93731,0.498259,vVerlet
55.4177,0.45854,0.886918,0.498441,vVerlet
55.5434,0.566373,0.822521,0.498659,vVerlet
55.669,0.665262,0.745135,0.4989,vVerlet
55.7947,0.753645,0.655982,0.499147,vVerlet
55.9203,0.830128,0.556471,0.499386,vVerlet
56.046,0.893502,0.448172,0.499602,vVerlet
56.1717,0.942766,0.332796,0.499781,vVerlet
56.2973,0.977143,0.212165,0.499911,vVerlet
56.423,0.996089,0.0881828,0.499985,vVerlet
56.5487,0.999305,-0.0371915,0.499997,vVerlet
56.6743,0.986742,-0.161979,0.499948,vVerlet
56.8,0.958596,-0.284208,0.49984,vVerlet
56.9257,0.915312,-0.401949,0.49968,vVerlet
57.0513,0.857575,-0.513343,0.499478,vVerlet
57.177,0.786295,-0.61663,0.499246,vVerlet
57.3027,0.702599,-0.71018,0.499,vVerlet
57.4283,0.607808,-0.792515,0.498755,vVerlet
57.554,0.503418,-0.862336,0.498526,vVerlet
57.6796,0.391079,-0.918539,0.498328,vVerlet
57.8053,0.272564,-0.960237,0.498173,vVerlet
57.931,0.149745,-0.986771,0.49807,vVerlet
58.0566,0.0245616,-0.997723,0.498027,vVerlet
58.1823,-0.10101,-0.99292,0.498046,vVerlet
58.308,-0.224986,-0.972437,0.498126,vVerlet
58.4336,-0.34541,-0.936598,0.498262,vVerlet
58.5593,-0.460379,-0.885968,0.498444,vVerlet
58.685,-0.568078,-0.821349,0.498663,vVerlet
58.8106,-0.666806,-0.743759,0.498904,vVerlet
58.9363,-0.755005,-0.654423,0.499151,vVerlet
59.0619,-0.831281,-0.554754,0.49939,vVerlet
59.1876,-0.89443,-0.446325,0.499605,vVerlet
59.3133,-0.943455,-0.330847,0.499783,vVerlet
59.4389,-0.977581,-0.210145,0.499912,vVerlet
59.5646,-0.99627,-0.086124,0.499985,vVerlet
59.6903,-0.999226,0.0392567,0.499997,vVerlet
59.8159,-0.986403,0.164017,0.499947,vVerlet
59.9416,-0.958004,0.286188,0.499838,vVerlet
60.0673,-0.914476,0.40384,0.499677,vVerlet
60.1929,-0.856508,0.515114,0.499474,vVerlet
60.3186,-0.785014,0.618254,0.499243,vVerlet
60.4442,-0.701124,0.711631,0.498996,vVerlet
60.5699,-0.606162,0.79377,0.498751,vVerlet
60.6956,-0.501628,0.863374,0.498523,vVerlet
60.8212,-0.389172,0.919345,0.498325,vVerlet
60.9469,-0.270571,0.960798,0.498171,vVerlet
61.0726,-0.147698,0.987078,0.498069,vVerlet
61.1982,-0.0224914,0.997772,0.498027,vVerlet
61.3239,0.10307,0.992709,0.498047,vVerlet
61.4496,0.227003,0.97197,0.498128,vVerlet
61.5752,0.347352,0.935882,0.498264,vVerlet
61.7009,0.462216,0.885015,0.498448,vVerlet
61.8265,0.569781,0.820173,0.498667,vVerlet
61.9522,0.668348,0.742379,0.498908,vVerlet
62.0779,0.756361,0.652862,0.499155,vVerlet
62.2035,0.83243,0.553035,0.499394,vVerlet
62.3292,0.895354,0.444475,0.499608,vVerlet
62.4549,0.944139,0.328896,0.499786,vVerlet
62.5805,0.978015,0.208124,0.499914,vVerlet
62.7062,0.996446,0.0840649,0.499986,vVerlet
