t,x,v,E,method
38.7044,0.514114,-0.85942,0.501458,pVerlet
38.8301,0.402484,-0.91724,0.501661,pVerlet
38.9557,0.284497,-0.960575,0.501821,pVerlet
39.0814,0.162018,-0.988741,0.50193,pVerlet
39.2071,0.0369803,-1.00129,0.501979,pVerlet
39.3327,-0.0886414,-0.998036,0.501966,pVerlet
39.4584,-0.212863,-0.979016,0.501892,pVerlet
39.5841,-0.333724,-0.944537,0.501761,pVerlet
39.7097,-0.449314,-0.895143,0.501582,pVerlet
39.8354,-0.557809,-0.831612,0.501365,pVerlet
39.9611,-0.657496,-0.75495,0.501125,pVerlet
40.0867,-0.7468,-0.666366,0.500877,pVerlet
40.2124,-0.824311,-0.567258,0.500635,pVerlet
40.338,-0.888805,-0.459194,0.500416,pVerlet
40.4637,-0.939263,-0.343878,0.500233,pVerlet
40.5894,-0.974889,-0.223131,0.500098,pVerlet
40.715,-0.995121,-0.0988611,0.500019,pVerlet
40.8407,-0.999638,0.02697,0.500001,pVerlet
40.9664,-0.988369,0.152375,0.500046,pVerlet
41.092,-0.961493,0.275374,0.50015,pVerlet
41.2177,-0.919433,0.394025,0.500306,pVerlet
41.3434,-0.862855,0.506453,0.500506,pVerlet
41.469,-0.79265,0.610884,0.500737,pVerlet
41.5947,-0.709929,0.705668,0.500983,pVerlet
41.7204,-0.615997,0.789308,0.50123,pVerlet
41.846,-0.512337,0.860485,0.501462,pVerlet
41.9717,-0.400587,0.918073,0.501664,pVerlet
42.0973,-0.282511,0.961163,0.501824,pVerlet
42.223,-0.159974,0.989075,0.501931,pVerlet
42.3487,-0.0349108,1.00137,0.501979,pVerlet
42.4743,0.0907038,0.99785,0.501965,pVerlet
42.6,0.214886,0.978573,0.50189,pVerlet
42.7257,0.335675,0.943843,0.501758,pVerlet
42.8513,0.451163,0.894208,0.501578,pVerlet
42.977,0.559527,0.830453,0.501361,pVerlet
43.1027,0.659055,0.753584,0.501121,pVerlet
43.2283,0.748175,0.664815,0.500872,pVerlet
43.354,0.825481,0.565547,0.500631,pVerlet
43.4796,0.889752,0.457349,0.500413,pVerlet
43.6053,0.939972,0.341928,0.500231,pVerlet
43.731,0.975348,0.221108,0.500097,pVerlet
43.8566,0.995323,0.0967962,0.500018,pVerlet
43.9823,0.99958,-0.0290441,0.500002,pVerlet
44.108,0.988052,-0.154426,0.500047,pVerlet
44.2336,0.960922,-0.277369,0.500152,pVerlet
44.3593,0.918617,-0.395932,0.500309,pVerlet
44.485,0.861806,-0.508242,0.50051,pVerlet
44.6106,0.791386,-0.612527,0.500741,pVerlet
44.7363,0.708469,-0.707139,0.500987,pVerlet
44.8619,0.614364,-0.790585,0.501234,pVerlet
44.9876,0.510558,-0.861546,0.501465,pVerlet
45.1133,0.398689,-0.918902,0.501667,pVerlet
45.2389,0.280524,-0.961747,0.501826,pVerlet
45.3646,0.15793,-0.989405,0.501932,pVerlet
45.4903,0.0328413,-1.00144,0.50198,pVerlet
45.6159,-0.0927658,-0.997659,0.501965,pVerlet
45.7416,-0.216908,-0.978125,0.501889,pVerlet
45.8673,-0.337625,-0.943144,0.501756,pVerlet
45.9929,-0.45301,-0.89327,0.501575,pVerlet
46.1186,-0.561242,-0.82929,0.501358,pVerlet
46.2442,-0.660611,-0.752215,0.501117,pVerlet
46.3699,-0.749548,-0.663261,0.500868,pVerlet
46.4956,-0.826648,-0.563833,0.500628,pVerlet
46.6212,-0.890695,-0.455501,0.50041,pVerlet
46.7469,-0.940676,-0.339977,0.500228,pVerlet
46.8726,-0.975803,-0.219084,0.500095,pVerlet
46.9982,-0.995521,-0.0947308,0.500018,pVerlet
47.1239,-0.999518,0.031118,0.500002,pVerlet
47.2496,-0.987731,0.156475,0.500048,pVerlet
47.3752,-0.960346,0.279362,0.500154,pVerlet
47.5009,-0.917797,0.397837,0.500312,pVerlet
47.6265,-0.860754,0.510029,0.500513,pVerlet
47.7522,-0.790118,0.614168,0.500745,pVerlet
47.8779,-0.707006,0.708608,0.500991,pVerlet
48.0035,-0.612729,0.791858,0.501238,pVerlet
48.1292,-0.508776,0.862603,0.501469,pVerlet
48.2549,-0.396789,0.919727,0.50167,pVerlet
48.3805,-0.278536,0.962327,0.501828,pVerlet
48.5062,-0.155885,0.989731,0.501934,pVerlet
48.6319,-0.0307715,1.00151,0.50198,pVerlet
48.7575,0.0948274,0.997465,0.501964,pVerlet
48.8832,0.218929,0.977673,0.501887,pVerlet
49.0088,0.339573,0.942442,0.501753,pVerlet
49.1345,0.454855,0.892328,0.501572,pVerlet
49.2602,0.562955,0.828124,0.501354,pVerlet
49.3858,0.662164,0.750843,0.501113,pVerlet
49.5115,0.750917,0.661704,0.500864,pVerlet
49.6372,0.827812,0.562117,0.500624,pVerlet
49.7628,0.891634,0.453652,0.500406,pVerlet
49.8885,0.941377,0.338024,0.500226,pVerlet
50.0142,0.976254,0.217059,0.500093,pVerlet
50.1398,0.995714,0.092665,0.500017,pVerlet
50.2655,0.999451,-0.0331918,0.500002,pVerlet
50.3911,0.987405,-0.158524,0.50005,pVerlet
50.5168,0.959767,-0.281354,0.500156,pVerlet
50.6425,0.916973,-0.39974,0.500315,pVerlet
50.7681,0.859698,-0.511814,0.500517,pVerlet
50.8938,0.788847,-0.615806,0.500749,pVerlet
51.0195,0.70554,-0.710073,0.500995,pVerlet
51.1451,0.611091,-0.793127,0.501242,pVerlet
51.2708,0.506992,-0.863657,0.501472,pVerlet
51.3965,0.394887,-0.920548,0.501673,pVerlet
51.5221,0.276547,-0.962903,0.50183,pVerlet
51.6478,0.153839,-0.990052,0.501935,pVerlet
51.7734,0.0287017,-1.00157,0.50198,pVerlet
51.8991,-0.0968887,-0.997266,0.501963,pVerlet
52.0248,-0.220949,-0.977216,0.501885,pVerlet
52.1504,-0.34152,-0.941735,0.501751,pVerlet
52.2761,-0.456698,-0.891383,0.501568,pVerlet
52.4018,-0.564665,-0.826954,0.50135,pVerlet
52.5274,-0.663714,-0.749467,0.501109,pVerlet
52.6531,-0.752283,-0.660145,0.50086,pVerlet
52.7788,-0.828972,-0.560398,0.50062,pVerlet
52.9044,-0.89257,-0.451801,0.500403,pVerlet
53.0301,-0.942074,-0.33607,0.500223,pVerlet
53.1557,-0.9767,-0.215032,0.500091,pVerlet
53.2814,-0.995904,-0.0905989,0.500016,pVerlet
53.4071,-0.99938,0.0352654,0.500002,pVerlet
53.5327,-0.987076,0.160573,0.500051,pVerlet
53.6584,-0.959183,0.283345,0.500158,pVerlet
53.7841,-0.916144,0.401642,0.500318,pVerlet
53.9097,-0.858638,0.513597,0.500521,pVerlet
54.0354,-0.787573,0.617441,0.500753,pVerlet
54.1611,-0.704071,0.711535,0.500999,pVerlet
54.2867,-0.609451,0.794394,0.501246,pVerlet
54.4124,-0.505206,0.864707,0.501476,pVerlet
54.538,-0.392984,0.921366,0.501676,pVerlet
54.6637,-0.274556,0.963475,0.501832,pVerlet
54.7894,-0.151792,0.990369,0.501936,pVerlet
54.915,-0.0266317,1.00162,0.50198,pVerlet
55.0407,0.0989495,0.997063,0.501962,pVerlet
55.1664,0.222968,0.976756,0.501883,pVerlet
55.292,0.343466,0.941025,0.501748,pVerlet
55.4177,0.45854,0.890433,0.501565,pVerlet
55.5434,0.566373,0.825781,0.501346,pVerlet
55.669,0.665262,0.748088,0.501105,pVerlet
55.7947,0.753645,0.658582,0.500856,pVerlet
55.9203,0.830128,0.558677,0.500616,pVerlet
56.046,0.893502,0.449948,0.5004,pVerlet
56.1717,0.942766,0.334115,0.50022,pVerlet
56.2973,0.977143,0.213005,0.50009,pVerlet
56.423,0.996089,0.0885323,0.500015,pVerlet
56.5487,0.999305,-0.0373389,0.500003,pVerlet
56.6743,0.986742,-0.162621,0.500052,pVerlet
56.8,0.958596,-0.285334,0.500161,pVerlet
56.9257,0.915312,-0.403542,0.500321,pVerlet
57.0513,0.857575,-0.515377,0.500524,pVerlet
57.177,0.786295,-0.619074,0.500757,pVerlet
57.3027,0.702599,-0.712995,0.501003,pVerlet
57.4283,0.607808,-0.795656,0.50125,pVerlet
57.554,0.503418,-0.865754,0.50148,pVerlet
57.6796,0.391079,-0.922179,0.501679,pVerlet
57.8053,0.272564,-0.964042,0.501835,pVerlet
57.931,0.149745,-0.990682,0.501937,pVerlet
58.0566,0.0245616,-1.00168,0.501981,pVerlet
58.1823,-0.10101,-0.996855,0.501962,pVerlet
58.308,-0.224986,-0.976291,0.501881,pVerlet
58.4336,-0.34541,-0.94031,0.501745,pVerlet
58.5593,-0.460379,-0.88948,0.501562,pVerlet
58.685,-0.568078,-0.824604,0.501342,pVerlet
58.8106,-0.666806,-0.746706,0.501101,pVerlet
58.9363,-0.755005,-0.657017,0.500852,pVerlet
59.0619,-0.831281,-0.556953,0.500612,pVerlet
59.1876,-0.89443,-0.448094,0.500396,pVerlet
59.3133,-0.943455,-0.332158,0.500218,pVerlet
59.4389,-0.977581,-0.210978,0.500088,pVerlet
59.5646,-0.99627,-0.0864654,0.500015,pVerlet
59.6903,-0.999226,0.0394123,0.500003,pVerlet
59.8159,-0.986403,0.164668,0.500054,pVerlet
59.9416,-0.958004,0.287322,0.500163,pVerlet
60.0673,-0.914476,0.40544,0.500324,pVerlet
60.1929,-0.856508,0.517155,0.500528,pVerlet
60.3186,-0.785014,0.620704,0.50076,pVerlet
60.4442,-0.701124,0.714451,0.501008,pVerlet
60.5699,-0.606162,0.796916,0.501254,pVerlet
60.6956,-0.501628,0.866796,0.501483,pVerlet
60.8212,-0.389172,0.922989,0.501682,pVerlet
60.9469,-0.270571,0.964606,0.501837,pVerlet
61.0726,-0.147698,0.990991,0.501939,pVerlet
61.1982,-0.0224914,1.00173,0.501981,pVerlet
61.3239,0.10307,0.996643,0.501961,pVerlet
61.4496,0.227003,0.975822,0.50188,pVerlet
61.5752,0.347352,0.939591,0.501743,pVerlet
61.7009,0.462216,0.888523,0.501558,pVerlet
61.8265,0.569781,0.823424,0.501338,pVerlet
61.9522,0.668348,0.745321,0.501097,pVerlet
62.0779,0.756361,0.655449,0.500848,pVerlet
62.2035,0.83243,0.555227,0.500609,pVerlet
62.3292,0.895354,0.446237,0.500393,pVerlet
62.4549,0.944139,0.3302,0.500215,pVerlet
62.5805,0.978015,0.208949,0.500086,pVerlet
62.7062,0.996446,0.0843981,0.500014,pVerlet
